from	to	ver[el[, 1], ]	ver2[el[, 2], ]
11	3734	1_12225212	1_12034073
11	3735	1_12225212	1_12178577
11	3736	1_12225212	1_12181563
11	3737	1_12225212	1_12186992
11	3738	1_12225212	1_12188291
11	3739	1_12225212	1_12200019
11	3740	1_12225212	1_12204022
11	3741	1_12225212	1_12205942
11	3742	1_12225212	1_12240048
11	3743	1_12225212	1_12244189
11	3744	1_12225212	1_12254131
11	3745	1_12225212	1_12256599
11	3746	1_12225212	1_12288289
11	3747	1_12225212	1_12566709
11	3748	1_12225212	1_12700924
12	3749	1_16395667	1_16081773
12	3750	1_16395667	1_16107124
12	3751	1_16395667	1_16127060
12	3752	1_16395667	1_16128285
12	3753	1_16395667	1_16149995
12	3754	1_16395667	1_16436753
12	3755	1_16395667	1_16447916
12	3756	1_16395667	1_16450460
12	3757	1_16395667	1_16452016
12	3758	1_16395667	1_16454406
12	3759	1_16395667	1_16464210
12	758	1_16395667	1_16467015
12	759	1_16395667	1_16485103
12	3760	1_16395667	1_16490907
12	3761	1_16395667	1_16495270
12	3762	1_16395667	1_16503481
12	760	1_16395667	1_16516866
12	3763	1_16395667	1_16525322
12	3764	1_16395667	1_16530290
12	761	1_16395667	1_16538420
12	762	1_16395667	1_16542893
12	3765	1_16395667	1_16543978
12	3766	1_16395667	1_16548728
12	763	1_16395667	1_16555003
12	764	1_16395667	1_16560582
12	3767	1_16395667	1_16564477
12	3768	1_16395667	1_16570149
12	3769	1_16395667	1_16572294
12	3770	1_16395667	1_16574200
12	3771	1_16395667	1_16574465
12	3772	1_16395667	1_16580874
12	3773	1_16395667	1_16585785
12	3774	1_16395667	1_16601666
12	3775	1_16395667	1_16605157
12	3776	1_16395667	1_16612128
12	3777	1_16395667	1_16619254
12	3778	1_16395667	1_16620575
12	3779	1_16395667	1_16621493
12	3780	1_16395667	1_16622711
12	3781	1_16395667	1_16674553
12	765	1_16395667	1_16677336
12	3782	1_16395667	1_16682250
12	3783	1_16395667	1_16690067
12	3784	1_16395667	1_16691207
12	3785	1_16395667	1_16695287
12	3786	1_16395667	1_16712497
12	3787	1_16395667	1_16717433
12	3788	1_16395667	1_16757189
12	766	1_16395667	1_16763583
12	3789	1_16395667	1_16936693
12	3790	1_16395667	1_16943386
12	3791	1_16395667	1_16943544
12	3792	1_16395667	1_234916041
13	3793	1_18955828	1_17872688
13	3794	1_18955828	1_18999756
13	3795	1_18955828	1_19137974
13	3796	1_18955828	1_19141384
13	3797	1_18955828	1_19162210
13	3798	1_18955828	1_34149323
13	3799	1_18955828	1_34982130
14	3800	1_23695196	1_23964574
14	3801	1_23695196	1_24118000
14	796	1_23695196	1_38156332
15	3802	1_26122880	1_25668500
15	3803	1_26122880	1_25752654
15	3804	1_26122880	1_25754836
15	778	1_26122880	1_25755293
15	3805	1_26122880	1_25761757
15	3806	1_26122880	1_25762536
15	3807	1_26122880	1_25763179
15	3808	1_26122880	1_25769299
15	3809	1_26122880	1_25777806
15	3810	1_26122880	1_25780601
15	3811	1_26122880	1_25794714
15	3812	1_26122880	1_25802531
15	3813	1_26122880	1_25805413
15	3814	1_26122880	1_25807110
15	3815	1_26122880	1_25808945
15	3816	1_26122880	1_25812450
15	3817	1_26122880	1_25813597
15	3818	1_26122880	1_25817629
15	3819	1_26122880	1_25821970
15	3820	1_26122880	1_25822523
15	3821	1_26122880	1_25826017
15	3822	1_26122880	1_25836834
15	3823	1_26122880	1_25842814
15	3824	1_26122880	1_25847300
15	3825	1_26122880	1_25848637
15	3826	1_26122880	1_25855479
15	3827	1_26122880	1_25859045
15	3828	1_26122880	1_25861694
15	779	1_26122880	1_25869153
15	3829	1_26122880	1_25874761
15	3830	1_26122880	1_25880031
15	3831	1_26122880	1_25887557
15	3832	1_26122880	1_25904717
15	3833	1_26122880	1_25906102
15	3834	1_26122880	1_25911158
15	3835	1_26122880	1_25921715
15	3836	1_26122880	1_25925287
15	3837	1_26122880	1_25935797
15	3838	1_26122880	1_25936315
15	3839	1_26122880	1_25938057
15	780	1_26122880	1_25938885
15	3840	1_26122880	1_25949722
15	3841	1_26122880	1_25953485
15	3842	1_26122880	1_25960403
15	3843	1_26122880	1_25969293
15	3844	1_26122880	1_25975638
15	781	1_26122880	1_25977545
15	3845	1_26122880	1_25994558
15	3846	1_26122880	1_25997184
15	3847	1_26122880	1_26002439
15	3848	1_26122880	1_26009759
15	3849	1_26122880	1_26010017
15	3850	1_26122880	1_26014884
15	3851	1_26122880	1_26019577
15	3852	1_26122880	1_26024014
15	3853	1_26122880	1_26025455
15	3854	1_26122880	1_26032607
15	3855	1_26122880	1_26040872
15	3856	1_26122880	1_26041044
16	3857	1_32226064	1_32023909
16	3858	1_32226064	1_32114566
16	3859	1_32226064	1_32116140
16	3860	1_32226064	1_32116941
16	3861	1_32226064	1_32387232
16	3862	1_32226064	1_32387425
16	3863	1_32226064	1_32389786
16	3864	1_32226064	1_32389956
16	3865	1_32226064	1_32397145
16	3866	1_32226064	1_32400001
16	3867	1_32226064	1_32405056
16	789	1_32226064	1_32410371
16	3868	1_32226064	1_32420907
16	3869	1_32226064	1_32421716
16	3870	1_32226064	1_32428819
16	3871	1_32226064	1_32439739
16	3872	1_32226064	1_32452742
16	3873	1_32226064	1_32458354
16	3874	1_32226064	1_32469088
16	3875	1_32226064	1_32473295
16	3876	1_32226064	1_32487097
16	3877	1_32226064	1_32522366
16	3878	1_32226064	1_32525451
16	3879	1_32226064	1_32527449
17	3880	1_32711309	1_32728419
17	3881	1_32711309	1_32745000
17	3882	1_32711309	1_32748994
17	3883	1_32711309	1_32751619
17	791	1_32711309	1_32753663
17	3884	1_32711309	1_32762301
17	3885	1_32711309	1_32764199
17	3886	1_32711309	1_32772462
17	3887	1_32711309	1_32783277
17	3888	1_32711309	1_32783502
17	792	1_32711309	1_32787407
17	3889	1_32711309	1_32789341
17	793	1_32711309	1_32794627
17	3890	1_32711309	1_32814703
17	794	1_32711309	1_32825454
17	3891	1_32711309	1_32836566
17	3892	1_32711309	1_32840954
17	3893	1_32711309	1_32844539
17	3894	1_32711309	1_32850614
17	3895	1_32711309	1_32858718
17	795	1_32711309	1_32860268
17	3896	1_32711309	1_32871429
17	3897	1_32711309	1_32872517
17	3898	1_32711309	1_32881581
18	3899	1_40146153	1_40069732
18	3900	1_40146153	1_40437812
19	3901	1_43223689	1_42804261
19	3902	1_43223689	1_42808685
19	3903	1_43223689	1_43374953
19	3904	1_43223689	1_43378649
19	3905	1_43223689	1_43378809
19	3906	1_43223689	1_43379237
19	3907	1_43223689	1_43381174
19	3908	1_43223689	1_43383361
19	3909	1_43223689	1_43388488
19	3910	1_43223689	1_43530178
19	3911	1_43223689	1_43530491
19	3912	1_43223689	1_43537669
19	3913	1_43223689	1_43539652
19	3914	1_43223689	1_43546930
19	3915	1_43223689	1_43550550
19	3916	1_43223689	1_43550904
19	3917	1_43223689	1_43630753
20	3918	1_47901530	1_6840889
20	13	1_47901530	1_18955828
20	796	1_47901530	1_38156332
20	802	1_47901530	1_47642052
20	3919	1_47901530	1_47645669
20	3920	1_47901530	1_47646466
20	803	1_47901530	1_47647596
20	3921	1_47901530	1_47658306
20	3922	1_47901530	1_47667492
20	804	1_47901530	1_47687948
20	3923	1_47901530	1_47692987
20	3924	1_47901530	1_47714018
20	3925	1_47901530	1_47800447
20	3926	1_47901530	1_47804510
20	3927	1_47901530	1_48012766
20	3928	1_47901530	1_48084329
20	3929	1_47901530	1_48136103
20	3930	1_47901530	1_48138144
20	3931	1_47901530	1_48138800
20	3932	1_47901530	1_48148311
20	3933	1_47901530	1_48150540
20	3934	1_47901530	1_48151357
20	3935	1_47901530	1_48151991
20	3936	1_47901530	1_48161525
20	3937	1_47901530	1_48161818
20	3938	1_47901530	1_48164983
20	3939	1_47901530	1_48166726
20	3940	1_47901530	1_48180364
20	3941	1_47901530	1_48182462
20	3942	1_47901530	1_48182663
20	3943	1_47901530	1_48185283
20	3944	1_47901530	1_48212822
20	3945	1_47901530	1_48218982
20	3946	1_47901530	1_48219651
20	3947	1_47901530	1_48221381
20	3948	1_47901530	1_50878249
20	3949	1_47901530	1_50885875
20	3950	1_47901530	1_50887569
20	22	1_47901530	1_63769568
20	3951	1_47901530	1_63792898
21	3952	1_53085455	1_52832474
21	3953	1_53085455	1_52863319
21	808	1_53085455	1_52869928
21	809	1_53085455	1_52871279
21	3954	1_53085455	1_52880536
21	3955	1_53085455	1_52880694
21	3956	1_53085455	1_52884660
21	3957	1_53085455	1_52886528
21	3958	1_53085455	1_52891813
21	3959	1_53085455	1_52892955
21	3960	1_53085455	1_52897026
21	3961	1_53085455	1_52897914
21	3962	1_53085455	1_52913174
21	3963	1_53085455	1_52931009
21	3964	1_53085455	1_52939314
21	3965	1_53085455	1_52940161
21	3966	1_53085455	1_52950487
21	3967	1_53085455	1_52952030
21	3968	1_53085455	1_52955172
21	3969	1_53085455	1_52958322
21	3970	1_53085455	1_52961411
21	3971	1_53085455	1_52962273
21	3972	1_53085455	1_52972586
21	3973	1_53085455	1_52990791
21	3974	1_53085455	1_52997397
21	3975	1_53085455	1_52999049
21	3976	1_53085455	1_53122018
22	20	1_63769568	1_47901530
22	3977	1_63769568	1_50882134
22	3949	1_63769568	1_50885875
22	3950	1_63769568	1_50887569
22	3978	1_63769568	1_61540163
22	3979	1_63769568	1_61543777
22	3980	1_63769568	1_62906379
22	3981	1_63769568	1_63901088
22	3982	1_63769568	1_63903384
22	3983	1_63769568	1_63905282
22	3984	1_63769568	1_63908303
22	3985	1_63769568	1_63908988
22	3986	1_63769568	1_63917407
22	3987	1_63769568	1_63979975
22	3988	1_63769568	1_63985757
22	3989	1_63769568	1_63989732
22	3990	1_63769568	1_63991653
22	3991	1_63769568	1_63996243
22	3992	1_63769568	1_63996443
22	3993	1_63769568	1_63997170
22	3994	1_63769568	1_64004078
22	3995	1_63769568	1_64004934
22	3996	1_63769568	1_91173762
22	3997	1_63769568	1_91180883
22	3998	1_63769568	1_91187679
22	3999	1_63769568	1_119521686
23	3980	1_64056350	1_62906379
23	828	1_64056350	1_63247446
23	4000	1_64056350	1_63250969
23	4001	1_64056350	1_64576356
23	4002	1_64056350	1_64591187
23	4003	1_64056350	1_64593077
23	4004	1_64056350	1_64596580
23	4005	1_64056350	1_64599686
23	4006	1_64056350	1_64600406
23	4007	1_64056350	1_64601820
23	4008	1_64056350	1_64603383
23	4009	1_64056350	1_64606285
23	4010	1_64056350	1_64607015
23	4011	1_64056350	1_64607873
23	4012	1_64056350	1_64609524
23	4013	1_64056350	1_64615367
23	4014	1_64056350	1_64616742
23	4015	1_64056350	1_64620259
23	4016	1_64056350	1_64621208
23	4017	1_64056350	1_64628618
23	4018	1_64056350	1_64663798
23	4019	1_64056350	1_64681926
23	4020	1_64056350	1_64685016
23	4021	1_64056350	1_64696645
23	4022	1_64056350	1_64697040
23	4023	1_64056350	1_64699224
23	4024	1_64056350	1_64700217
23	4025	1_64056350	1_64701205
23	4026	1_64056350	1_64708411
23	4027	1_64056350	1_64711131
23	4028	1_64056350	1_64712370
23	4029	1_64056350	1_64721573
23	4030	1_64056350	1_64722637
23	4031	1_64056350	1_64726603
23	4032	1_64056350	1_64733234
23	4033	1_64056350	1_65300286
23	4034	1_64056350	1_65444206
23	4035	1_64056350	1_65528278
23	4036	1_64056350	1_65529880
23	4037	1_64056350	1_65531461
23	4038	1_64056350	1_65534777
23	835	1_64056350	1_65880831
24	4031	1_65610395	1_64726603
24	4035	1_65610395	1_65528278
24	4036	1_65610395	1_65529880
24	4038	1_65610395	1_65534777
24	4039	1_65610395	1_66143059
24	4040	1_65610395	1_66150665
24	4041	1_65610395	1_66152310
24	4042	1_65610395	1_66162568
24	4043	1_65610395	1_66170541
24	4044	1_65610395	1_66173330
24	4045	1_65610395	1_66277727
24	4046	1_65610395	1_66747905
24	4047	1_65610395	1_66797745
24	4048	1_65610395	1_66798971
24	4049	1_65610395	1_66811520
24	4050	1_65610395	1_66838564
24	4051	1_65610395	1_66901433
24	4052	1_65610395	X_146285595
25	4053	1_67621847	1_67138892
25	4054	1_67621847	1_67217482
25	4055	1_67621847	1_67282487
25	4056	1_67621847	1_67389759
25	4057	1_67621847	1_67661736
25	4058	1_67621847	1_67733113
25	4059	1_67621847	1_67878837
25	4060	1_67621847	1_68006279
25	4061	1_67621847	1_68149975
25	4062	1_67621847	1_68296855
26	4063	1_75194205	1_71515347
26	4064	1_75194205	1_71517150
26	841	1_75194205	1_71530008
26	4065	1_75194205	1_71535733
26	4066	1_75194205	1_71538920
26	4067	1_75194205	1_71539986
26	4068	1_75194205	1_71542094
26	842	1_75194205	1_71546573
26	4069	1_75194205	1_71549895
26	4070	1_75194205	1_71555227
26	4071	1_75194205	1_71556598
26	4072	1_75194205	1_71562920
26	4073	1_75194205	1_72751892
26	4074	1_75194205	1_74671100
26	4075	1_75194205	1_76256867
27	4076	1_75593629	1_75229797
27	4077	1_75593629	1_75232198
27	4078	1_75593629	1_75235410
27	4079	1_75593629	1_75240410
27	4080	1_75593629	1_75240699
27	4081	1_75593629	1_75242653
27	4082	1_75593629	1_75246495
27	4083	1_75593629	1_75249124
28	4084	1_86038182	1_85755482
28	4085	1_86038182	1_85759713
28	4086	1_86038182	1_85764426
28	4087	1_86038182	1_85767831
28	4088	1_86038182	1_85770890
28	4089	1_86038182	1_85771086
28	4090	1_86038182	1_85776712
28	4091	1_86038182	1_85780922
28	4092	1_86038182	1_85781820
28	4093	1_86038182	1_85782074
28	4094	1_86038182	1_85783283
28	4095	1_86038182	1_85784013
28	4096	1_86038182	1_85786312
28	4097	1_86038182	1_85786771
28	4098	1_86038182	1_85788914
28	4099	1_86038182	1_85790648
28	4100	1_86038182	1_85793503
28	4101	1_86038182	1_85794628
28	4102	1_86038182	1_85795159
28	4103	1_86038182	1_85795392
28	4104	1_86038182	1_85803692
28	4105	1_86038182	1_85805888
28	4106	1_86038182	1_85807116
28	4107	1_86038182	1_85808132
28	4108	1_86038182	1_85811878
28	4109	1_86038182	1_85814351
28	4110	1_86038182	1_85820506
28	4111	1_86038182	1_85820775
28	4112	1_86038182	1_85933866
29	4113	1_89827325	1_89388912
29	4114	1_89827325	1_89397788
29	4115	1_89827325	1_89411609
29	4116	1_89827325	1_89414943
29	4117	1_89827325	1_89419462
29	4118	1_89827325	1_89422697
29	4119	1_89827325	1_89428540
29	4120	1_89827325	1_89430615
29	4121	1_89827325	1_89436816
29	4122	1_89827325	1_89438475
29	4123	1_89827325	1_89439416
29	4124	1_89827325	1_89440685
29	4125	1_89827325	1_89441331
29	4126	1_89827325	1_89446470
29	4127	1_89827325	1_89450747
29	4128	1_89827325	1_89454123
29	4129	1_89827325	1_89455339
29	848	1_89827325	1_89457623
29	4130	1_89827325	1_89466416
29	4131	1_89827325	1_89469667
29	4132	1_89827325	1_89475037
29	4133	1_89827325	1_89476515
29	4134	1_89827325	1_89477836
29	4135	1_89827325	1_89479002
29	4136	1_89827325	1_89486670
29	4137	1_89827325	1_89487091
29	4138	1_89827325	1_89491357
29	4139	1_89827325	1_89499634
29	4140	1_89827325	1_89508521
29	4141	1_89827325	1_89510705
29	4142	1_89827325	1_89518214
29	4143	1_89827325	1_89521627
29	4144	1_89827325	1_89522942
29	4145	1_89827325	1_89523809
29	4146	1_89827325	1_89529609
29	4147	1_89827325	1_89531106
29	4148	1_89827325	1_89534647
29	4149	1_89827325	1_89536174
29	4150	1_89827325	1_89539432
29	4151	1_89827325	1_89541310
29	4152	1_89827325	1_89549503
29	4153	1_89827325	1_89553736
29	4154	1_89827325	1_89556592
29	4155	1_89827325	1_89562005
29	4156	1_89827325	1_89568738
29	4157	1_89827325	1_89569339
29	4158	1_89827325	1_89570164
29	4159	1_89827325	1_89572586
29	4160	1_89827325	1_89573043
29	4161	1_89827325	1_89579055
29	4162	1_89827325	1_89580649
29	4163	1_89827325	1_89582894
29	4164	1_89827325	1_89586345
29	4165	1_89827325	1_89587154
29	4166	1_89827325	1_89589069
29	4167	1_89827325	1_89590445
29	4168	1_89827325	1_89595799
29	4169	1_89827325	1_89598923
29	4170	1_89827325	1_89607749
29	4171	1_89827325	1_89609319
29	4172	1_89827325	1_89614979
29	849	1_89827325	1_89615945
29	4173	1_89827325	1_89617578
29	4174	1_89827325	1_89618601
29	4175	1_89827325	1_89627215
29	4176	1_89827325	1_89628335
29	4177	1_89827325	1_89628815
29	4178	1_89827325	1_89629993
29	4179	1_89827325	1_89635991
29	4180	1_89827325	1_89639080
29	4181	1_89827325	1_89639754
29	850	1_89827325	1_89640140
29	4182	1_89827325	1_89642058
29	4183	1_89827325	1_89645011
29	4184	1_89827325	1_89645562
29	4185	1_89827325	1_89646625
29	4186	1_89827325	1_89646843
29	4187	1_89827325	1_89649682
29	4188	1_89827325	1_89651530
29	4189	1_89827325	1_89652111
29	4190	1_89827325	1_89655725
29	4191	1_89827325	1_89658210
29	4192	1_89827325	1_89661498
29	851	1_89827325	1_89664459
29	4193	1_89827325	1_89668113
29	4194	1_89827325	1_89679025
29	4195	1_89827325	1_89681067
29	4196	1_89827325	1_89681346
29	4197	1_89827325	1_89682771
29	4198	1_89827325	1_89683618
29	4199	1_89827325	1_89700182
29	4200	1_89827325	1_89705357
29	4201	1_89827325	1_89708618
29	4202	1_89827325	1_89716026
29	4203	1_89827325	1_89720306
29	852	1_89827325	1_89723555
29	4204	1_89827325	1_89726531
29	4205	1_89827325	1_89728879
29	4206	1_89827325	1_89732163
29	853	1_89827325	1_89735158
29	4207	1_89827325	1_89741883
29	4208	1_89827325	1_89892616
29	4209	1_89827325	1_89910265
29	4210	1_89827325	1_89912349
29	4211	1_89827325	1_89915239
29	4212	1_89827325	1_89917193
29	4213	1_89827325	1_89919552
29	4214	1_89827325	1_89919761
29	4215	1_89827325	1_89922940
29	4216	1_89827325	1_89932079
29	4217	1_89827325	1_89933039
29	4218	1_89827325	1_90454162
30	4219	1_92413550	1_91731717
30	4220	1_92413550	1_91738500
30	4221	1_92413550	1_91748340
30	4222	1_92413550	1_91860610
30	4223	1_92413550	1_91916985
30	4224	1_92413550	1_91951762
30	4225	1_92413550	1_91957551
30	4226	1_92413550	1_91960583
30	855	1_92413550	1_91961842
30	4227	1_92413550	1_91967707
30	4228	1_92413550	1_91969970
30	4229	1_92413550	1_91973432
30	4230	1_92413550	1_91977397
30	4231	1_92413550	1_91978272
30	4232	1_92413550	1_91978567
30	4233	1_92413550	1_91978801
30	4234	1_92413550	1_91980807
30	4235	1_92413550	1_91989953
30	4236	1_92413550	1_91994278
30	4237	1_92413550	1_92011364
30	4238	1_92413550	1_92013714
30	4239	1_92413550	1_92018447
30	4240	1_92413550	1_93103118
30	4241	1_92413550	1_93163525
31	4242	1_94370390	1_93769572
31	4243	1_94370390	1_93772540
31	4244	1_94370390	1_93804907
31	4245	1_94370390	1_93807530
31	4246	1_94370390	1_93894654
31	4247	1_94370390	1_93895543
31	4248	1_94370390	1_94076090
31	4249	1_94370390	1_94080684
31	4250	1_94370390	1_94085810
31	4251	1_94370390	1_94088900
31	4252	1_94370390	1_94091550
31	4253	1_94370390	1_94793334
31	857	1_94370390	1_94876094
31	4254	1_94370390	1_94886260
31	4255	1_94370390	1_95527297
31	862	1_94370390	1_95536274
31	4256	1_94370390	1_95538846
31	4257	1_94370390	1_95698761
31	4258	1_94370390	1_95703127
31	4259	1_94370390	10_74782611
31	4260	1_94370390	15_29598609
32	4261	1_95006048	1_94475689
32	4262	1_95006048	1_94493032
32	4263	1_95006048	1_94499813
32	4264	1_95006048	1_94500789
32	4265	1_95006048	1_94571058
32	4266	1_95006048	1_95062941
32	4267	1_95006048	1_95069429
32	4268	1_95006048	1_95071860
32	4269	1_95006048	1_95074391
32	4270	1_95006048	1_95082770
32	4271	1_95006048	1_95100341
32	4272	1_95006048	1_95106940
32	4273	1_95006048	1_95110411
32	4274	1_95006048	1_95115148
32	4275	1_95006048	1_95118252
32	4276	1_95006048	1_95143553
32	4277	1_95006048	1_95145839
32	4278	1_95006048	1_95148337
32	4279	1_95006048	1_95150279
32	4280	1_95006048	1_95152679
32	4281	1_95006048	1_95159991
32	4282	1_95006048	1_95160582
32	4283	1_95006048	1_95163467
32	4284	1_95006048	1_95170728
32	4285	1_95006048	1_95172036
32	4286	1_95006048	1_95175948
32	4287	1_95006048	1_95177692
32	4288	1_95006048	1_95187067
32	4289	1_95006048	1_95195753
32	4290	1_95006048	1_95198188
32	4291	1_95006048	1_95205798
32	4292	1_95006048	1_95206253
32	4293	1_95006048	1_95207591
32	4294	1_95006048	1_95216469
32	4295	1_95006048	1_95225126
32	4296	1_95006048	1_95227215
32	4297	1_95006048	1_95236623
32	4298	1_95006048	1_95240917
32	4299	1_95006048	1_95242262
32	4300	1_95006048	1_95244100
32	4301	1_95006048	1_95247250
32	4302	1_95006048	1_95251742
32	4303	1_95006048	1_95252261
32	4304	1_95006048	1_95256799
32	4305	1_95006048	1_95261894
32	4306	1_95006048	1_95263820
32	4307	1_95006048	1_95271913
32	4308	1_95006048	1_95273027
32	4309	1_95006048	1_95275823
32	858	1_95006048	1_95277745
