"","gene_names","ID","CpG_logFC","Gene_logFC","Gene_P.value","Gene_log2_P.value"
"1082","RP11-339B21.10","9_131169797","UP",0,1,0
"1083","RP11-34D15.2","10_102101008","NA",0,1,0
"1084","RP11-372E1.4","3_142638154","NA",0,1,0
"1085","RP11-372E1.6","3_142680020","NA",0,1,0
"1086","RP11-379C10.4","9_130856661","NA",0,1,0
"1087","RP11-380O24.1","3_9400695","NA",0,1,0
"1088","RP11-384O8.1","2_223182946","NA",0,1,0
"1089","RP11-385F7.1","6_47444756","NA",0,1,0
"1090","RP11-38J22.3","1_206222001","NA",0,1,0
"1091","RP11-391J2.3","10_95987017","NA",0,1,0
"1092","RP11-399J13.3","11_64774360","NA",0,1,0
"1093","RP11-407N8.4","12_51337146","NA",0,1,0
"1094","RP11-421M1.8","6_10745075","NA",0,1,0
"1095","RP11-431I8.1","3_159941781","UP",0,1,0
"1096","RP11-439C15.4","8_1920333","UP",0,1,0
"1097","RP11-439C15.5","8_1920333","UP",0,1,0
"1098","RP11-445F12.1","17_35287723","NA",0,1,0
"1099","RP11-446E24.4","1_54660143","NA",0,1,0
"1100","RP11-44N21.4","14_105630619","NA",0,1,0
"1101","RP11-468E2.2","14_24656814","NA",0,1,0
"1102","RP11-468E2.4","14_24615500","NA",0,1,0
"1103","RP11-468E2.5","14_24605003","NA",0,1,0
"1104","RP11-483A20.3","4_169925905","NA",0,1,0
"1105","RP11-484D2.2","11_43380051","NA",0,1,0
"1106","RP11-521B24.5","14_105935935","UP",0,1,0
"1107","RP11-536G4.2","12_96248886","NA",0,1,0
"1108","RP11-53O19.1","5_44807482","NA",0,1,0
"1109","RP11-542C16.1","17_7256844","NA",0,1,0
"1110","RP11-545P7.4","12_113627429","NA",0,1,0
"1111","RP11-568N6.1","2_64750059","NA",0,1,0
"1112","RP11-574O7.1","8_106199045","NA",0,1,0
"1113","RP11-57H14.2","10_114706031","UP",0,1,0
"1114","RP11-57H14.2","10_114706031","UP",0,1,0
"1115","RP11-57H14.2","10_114706031","UP",0,1,0
"1116","RP11-637O19.3","6_10745075","NA",0,1,0
"1117","RP11-638I2.2","14_100707608","NA",0,1,0
"1118","RP11-638I2.4","14_100703289","NA",0,1,0
"1119","RP11-638I2.8","14_100788214","NA",0,1,0
"1120","RP11-638I2.9","14_100806104","NA",0,1,0
"1121","RP11-646I6.5","4_57252367","NA",0,1,0
"1122","RP11-664D1.1","12_3980477","NA",0,1,0
"1123","RP11-665N17.4","11_64658315","NA",0,1,0
"1124","RP11-667M19.2","11_113635297","NA",0,1,0
"1125","RP11-667M19.4","11_113635297","NA",0,1,0
"1126","RP11-66N24.3","14_24019414","NA",0,1,0
"1127","RP11-66N24.4","14_24019414","NA",0,1,0
"1128","RP11-689B22.2","12_109022067","NA",0,1,0
"1129","RP11-68I3.4","17_27894880","NA",0,1,0
"1130","RP11-69L16.4","6_7270091","NA",0,1,0
"1131","RP11-6D1.3","8_126007452","UP",0,1,0
"1132","RP11-6D1.3","8_126007452","UP",0,1,0
"1133","RP11-6J24.6","9_4678225","NA",0,1,0
"1134","RP11-711G10.1","5_7745379","NA",0,1,0
"1135","RP11-720N19.2","17_25777938","UP",0,1,0
"1136","RP11-739L10.1","18_20512255","NA",0,1,0
"1137","RP11-73C9.1","15_23810362","NA",0,1,0
"1138","RP11-780K2.1","12_114367078","NA",0,1,0
"1139","RP11-798M19.3","4_174250436","NA",0,1,0
"1140","RP11-799D4.4","17_33568746","NA",0,1,0
"1141","RP11-79O8.1","2_20099736","NA",0,1,0
"1142","RP11-815N9.2","4_159919519","NA",0,1,0
"1143","RP11-82C23.2","12_113909019","NA",0,1,0
"1144","RP11-848P1.5","17_29417757","NA",0,1,0
"1145","RP11-85A1.3","10_101380388","NA",0,1,0
"1146","RP11-85G20.1","14_93673394","NA",0,1,0
"1147","RP11-875O11.2","8_22923447","NA",0,1,0
"1148","RP11-887P2.5","12_94131026","NA",0,1,0
"1149","RP11-91G21.1","3_142719635","NA",0,1,0
"1150","RP11-934B9.3","14_24805899","NA",0,1,0
"1151","RP11-998D10.1","14_21498182","NA",0,1,0
"1152","RP11-998D10.5","14_21578285","NA",0,1,0
"1153","RP13-941N14.1","12_122016757","UP",0,1,0
"1154","RP13-941N14.1","12_122016757","UP",0,1,0
"1155","RP13-941N14.1","12_122016757","UP",0,1,0
"1156","RP13-941N14.1","12_122016757","UP",0,1,0
"1157","RP13-941N14.1","12_122016757","UP",0,1,0
"1158","RP13-941N14.1","12_122016757","UP",0,1,0
"1159","RP3-473L9.4","12_111799033","NA",0,1,0
"1160","RP4-533D7.4","1_46511224","NA",0,1,0
"1161","RP4-576H24.2","20_1537016","NA",0,1,0
"1162","RP4-576H24.4","20_1597364","NA",0,1,0
"1163","RP4-620F22.2","1_89723555","NA",0,1,0
"1164","RP4-769N13.6","X_101849747","NA",0,1,0
"1165","RP4-790G17.7","1_150227107","NA",0,1,0
"1166","RP4-800J21.3","20_55957140","NA",0,1,0
"1167","RP5-1007M22.2","1_90096958","NA",0,1,0
"1168","RP5-1077B9.5","1_12065739","NA",0,1,0
"1169","RP5-902P8.10","1_1206874","NA",0,1,0
"1170","RP5-943J3.2","1_90279894","NA",0,1,0
"1171","RP5-997D24.3","1_54750760","NA",0,1,0
"1172","RP6-109B7.2","22_46440513","UP",0,1,0
"1173","RP6-109B7.3","22_46440513","UP",0,1,0
"1174","RP6-109B7.4","22_46460566","UP",0,1,0
"1175","RP6-109B7.4","22_46460566","UP",0,1,0
"1176","RP6-109B7.5","22_46440513","UP",0,1,0
"1177","RPE","2_210863697","NA",0.265626914327176,0.10469675206729,3.25571140762433
"1178","RPH3A","12_113005485","NA",-0.133152882594586,0.899425675959929,0.152924025588766
"1179","RPL15P4","6_31488607","NA",0.212443876295688,0.729660488888911,0.454702760940162
"1180","RPL19","17_37351995","NA",0.256155905762062,0.115244759326031,3.11722694827832
"1181","RPL23","17_36998080","UP",0.321804921417261,0.0876171643283494,3.51264266623037
"1182","RPL30","8_99058283","NA",0.0678996901786757,0.674849089171057,0.567363174421634
"1183","RPL36A","X_100640013","NA",0.241533100480821,0.15172800625223,2.72044068924963
"1184","RPL36A-HNRNPH2","X_100640013","NA",0.0817825725818189,0.884046029694143,0.177806606398892
"1185","RPL37A","2_217362391","NA",0.199615820938382,0.333955890162636,1.58227053484107
"1186","RPP40","6_5001223","NA",0.343415003635521,0.211424637596522,2.24178458918278
"1187","RPS20P35","17_36998080","UP",0,1,0
"1188","RPS21","20_60958237","NA",0.325855238865278,0.0865476881667464,3.53036090646144
"1189","RPS3A","4_152019427","NA",0.32446232092366,0.109857319897368,3.18629709378524
"1190","RPSAP58","19_23929223","UP",0.00898389056281323,0.983589191631667,0.0238722132118741
"1191","RREB1","6_7102457","NA",0.131280701850368,0.438572035547528,1.18911426979582
"1192","RRM2B","8_103250013","NA",0.0373028758289573,0.860808668121443,0.216235489352426
"1193","RSPRY1","16_57217036","NA",0.0970150012632827,0.468838078678531,1.09283834575499
"1194","RSRC1","3_157823026","NA",0.131701636039053,0.506820235672341,0.980453967170045
"1195","RSU1","10_16859354","NA",-0.0732374038084673,0.674070809949231,0.569027942951003
"1196","RYR2","1_237202483","UP",-0.409869521766768,0.642159190467638,0.638997110889875
"1197","SAMD4B","19_39826841","NA",-0.171163802685396,0.163770473497135,2.61025282080858
"1198","SAPCD1","6_31729710","NA",0.640662631964577,0.00896868457667777,6.80088788188848
"1199","SAPCD1-AS1","6_31729710","NA",0.546304954534054,0.331620316548489,1.59239569937491
"1200","SARS2","19_39386897","NA",0.0900484645535609,0.699709704772943,0.515171593329446
"1201","SARS2","19_39414548","NA",0.0900484645535609,0.699709704772943,0.515171593329446
"1202","SCD","10_102101008","NA",-1.22060485276492,0.131690948137748,2.9247719104591
"1203","SCLT1","4_130011978","NA",0.146122786444327,0.50638672152407,0.981688519983938
"1204","SCPEP1","17_55054129","NA",0.0423652623698585,0.947299838629817,0.0781069561653896
"1205","SCRN1","7_30020860","UP",-2.1292630035903,0.0757031014228326,3.72350378367621
"1206","SCRN1","7_30020860","UP",-2.1292630035903,0.0757031014228326,3.72350378367621
"1207","SCYL2","12_100657407","NA",-0.0200025111964397,0.903057617672686,0.147110056152661
"1208","SDC1","2_20422270","NA",-1.19162581894178,0.200269855320011,2.3199828122949
"1209","SDR39U1","14_24908556","NA",-0.0653463192079542,0.752896077041241,0.40947735281113
"1210","SDS","12_113832616","NA",-0.505940412360259,0.344294308895895,1.5382857611928
"1211","SDS","12_113859977","NA",-0.505940412360259,0.344294308895895,1.5382857611928
"1212","SDSL","12_113859977","NA",-0.031417194587521,0.947586072577708,0.077671100583948
"1213","SEC13","3_10355544","NA",0.0410629659422046,0.751838425630481,0.411505443074049
"1214","SEC31B","10_102286634","NA",0.242514154525262,0.339849561974826,1.55703183153169
"1215","SELPLG","12_109022067","NA",0.0816338615932777,0.855909380899424,0.224470034998751
"1216","SENCR","11_128559233","NA",-0.0986496581469516,0.766910255114346,0.3828703334262
"1217","SENP3","17_7457282","NA",0.0880776829862686,0.59808443582783,0.741578920579493
"1218","SENP3","17_7466839","NA",0.0880776829862686,0.59808443582783,0.741578920579493
"1219","SERPINB1","6_2840902","NA",0.489782194646342,0.065740277415829,3.92707864534926
"1220","SERPINB6","6_2961426","NA",0.00733250892628945,0.989270941606023,0.0155623943493532
"1221","SETD3","14_99945358","NA",-0.072235772587395,0.548996081763132,0.865132242270861
"1222","SETD5","3_9435330","NA",0.0133645136268221,0.91300870763917,0.131299475194905
"1223","SETD5-AS1","3_9435330","NA",0,1,0
"1224","SF3B4","1_149898260","NA",-0.154337619261748,0.311381095473995,1.68324673651348
"1225","SFXN5","2_73290025","NA",-0.1128172388459,0.655977060922791,0.60828272923846
"1226","SGPP2","2_223286492","UP",0.0602808502945802,0.838501402490576,0.254114898021405
"1227","SH2D4B","10_82283662","NA",-0.389988526612247,0.57738439924173,0.792395967986582
"1228","SH3BP1","22_38030114","NA",0.0423161259523814,0.907229949373535,0.140459827733893
"1229","SHBG","17_7516998","NA",0.159290361192421,0.604908658545131,0.725210783595538
"1230","SHC1","1_154937471","NA",-0.232610863255586,0.196682143124457,2.34606211436919
"1231","SHFM1","7_96132429","NA",0,1,0
"1232","SHOX2","3_157823026","NA",1.62111433026269,0.0738118961507071,3.76000283779084
"1233","SIRPA","20_1874140","NA",-0.213804067497948,0.587085493995737,0.768357484597261
"1234","SIRPB1","20_1597364","NA",-0.0335707112298635,0.969944050234053,0.0440265648843875
"1235","SIRPB2","20_1471832","NA",-0.141704770632482,0.814267796770698,0.296424748141841
"1236","SIRPD","20_1537016","NA",0.402775862059602,0.649535707167705,0.622519257223781
"1237","SIRT2","19_39386897","NA",-0.348535974035333,0.0833830963874921,3.58410124291103
"1238","SLC12A3","16_56897349","NA",0.337711029087583,0.665661000789233,0.587140447610874
"1239","SLC16A6","17_66283756","NA",-0.408094860137743,0.58034925541235,0.78500671636052
"1240","SLC25A13","7_95944636","NA",0.427640739564502,0.0388196109913818,4.68707052879724
"1241","SLC25A13","7_95932648","NA",0.427640739564502,0.0388196109913818,4.68707052879724
"1242","SLC25A25","9_130824960","NA",0.0820883864654309,0.714281281754366,0.485435779905413
"1243","SLC25A3","12_98986764","NA",0.178400091678943,0.232274179123198,2.10609930975221
"1244","SLC25A3","12_98992214","NA",0.178400091678943,0.232274179123198,2.10609930975221
"1245","SLC25A32","8_104422579","NA",0.0230907361062167,0.907594196724615,0.139880710627426
"1246","SLC25A36","3_140659602","NA",0.344787608480543,0.0816456644628911,3.61447991175207
"1247","SLC25A37","8_23382771","NA",-0.168803218314578,0.663763971481666,0.591257771550346
"1248","SLC25A46","5_110072720","NA",0.246937049650395,0.21445555724538,2.22124939347919
"1249","SLC25A47","14_100788214","NA",0.113547529215545,0.860137366813142,0.217361013451253
"1250","SLC25A53","X_103394974","NA",-0.0411361255478941,0.86636500518793,0.206953125096093
"1251","SLC35B3","6_8425567","NA",-0.00610211311371156,0.97142115666477,0.0418311876044118
"1252","SLC35E2","1_1648711","NA",0,1,0
"1253","SLC35G1","10_95652123","UP",-2.04428526380176,0.0719333302826261,3.79719579196758
"1254","SLC35G1","10_95652123","UP",-2.04428526380176,0.0719333302826261,3.79719579196758
"1255","SLC35G6","17_7381160","NA",-0.0385940509300663,0.894792165866853,0.160375469597303
"1256","SLC36A4","11_92929974","NA",0.0148053398088051,0.970801849114838,0.0427512384520182
"1257","SLC41A1","1_205778111","UP",-1.25953400161238,0.089722501430605,3.47838634697847
"1258","SLC4A8","12_51784576","UP",-0.423923779267514,0.181988101207368,2.45808396803645
"1259","SLC8B1","12_113794929","NA",0.0722563209119089,0.761305571306125,0.393452458867923
"1260","SLC9A3","5_457328","UP",0.883162213022422,0.0841919886033236,3.57017323144916
"1261","SLC9A3","5_457328","UP",0.883162213022422,0.0841919886033236,3.57017323144916
"1262","SLFN12L","17_33861853","NA",-0.0368609335997347,0.931658036674616,0.102127581342565
"1263","SLFN5","17_33568746","NA",-0.153512302292254,0.757212346857965,0.401230159538387
"1264","SLMO2","20_57616380","UP",0,1,0
"1265","SMAGP","12_51660418","NA",-0.514006013634587,0.16213858217001,2.62470066237756
"1266","SMARCAL1","2_217270739","NA",0.143904540728237,0.234157509494957,2.09444878848648
"1267","SMC4","3_160120279","NA",0.385045699548415,0.203609260820687,2.29612491345296
"1268","SMC4","3_160112782","NA",0.385045699548415,0.203609260820687,2.29612491345296
"1269","SMC6","2_17926946","NA",0.00145465737937389,0.994121165918447,0.00850639318392956
"1270","SMYD5","2_73439998","NA",0.201091228723909,0.309386181902638,1.6925193316677
"1271","SNORA13","5_111489948","NA",0.928414441706311,0.0149151319239362,6.06707945144677
"1272","SNORA18.5","15_34889298","NA",0,1,0
"1273","SNORA21","17_36998080","UP",-0.0212128457243139,0.838999661321521,0.25325786659397
"1274","SNORA21.1","17_36998080","UP",0,1,0
"1275","SNORA25.15","1_237716556","NA",0,1,0
"1276","SNORA25.18","10_93835564","NA",0,1,0
"1277","SNORA40.19","1_150572547","NA",0,1,0
"1278","SNORA48","17_7477838","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1279","SNORA53","12_98992214","NA",0.167385662354758,0.631749452590336,0.6625755858092
"1280","SNORA67","17_7466839","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1281","SNORA67","17_7477838","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1282","SNORD10","17_7477838","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1283","SNORD112.2","16_70899701","NA",0,1,0
"1284","SNORD117","6_31497462","NA",0.179125734553633,0.563374893386688,0.827832822962945
"1285","SNORD14D","11_122928892","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1286","SNORD14E","11_122928102","NA",-0.229456248957389,0.688002297687162,0.539514711854845
"1287","SNORD41","19_12813105","NA",0.746198952298906,0.152670860075982,2.71150337024872
"1288","SNORD51","2_207026088","NA",0.567199632875445,0.170621607142141,2.55112773695964
"1289","SNORD52","6_31803288","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1290","SNORD60.2","1_206257776","NA",0,1,0
"1291","SNORD70","2_203131695","NA",-0.368346198846262,0.377118609733351,1.40690974974439
"1292","SNORD78.2","2_72987425","NA",0,1,0
"1293","SNORD82","2_232322127","NA",0.0741459947464898,0.890379984722721,0.167506932874413
"1294","snoU13.114","1_150227107","NA",0,1,0
"1295","snoU13.117","8_103400704","NA",0,1,0
"1296","snoU13.138","22_38169866","NA",0,1,0
"1297","snoU13.141","2_173020240","NA",0,1,0
"1298","snoU13.146","2_208938686","NA",0,1,0
"1299","snoU13.171","3_10171356","UP",0,1,0
"1300","snoU13.181","2_216166464","NA",0,1,0
"1301","snoU13.31","3_10171356","UP",0,1,0
"1302","snoU13.436","17_7512528","NA",0,1,0
"1303","SNPH","20_1236474","UP",-0.396357026886984,0.496921930491139,1.00890888161145
"1304","SNRNP48","6_7589199","DOWN",0.0931225534512441,0.561409511111076,0.832874589432812
"1305","SNRPF","12_96248886","NA",0.0602875913282999,0.769701658119943,0.377628739672425
"1306","SNX10","7_26331311","NA",0.0834396651814071,0.850293862068542,0.233966571188454
"1307","SOCS2","12_93963636","UP",-0.544435471728006,0.563641336057134,0.82715067568511
"1308","SOCS2-AS1","12_93963636","UP",-0.383242591051564,0.693584743358067,0.527855930646729
"1309","SOWAHB","4_77817192","UP",0.0831656143875152,0.83667777629161,0.257255979938255
"1310","SOX21","13_95357090","UP",-0.533972773367624,0.305916303723811,1.70879109791378
"1311","SOX21-AS1","13_95357090","UP",-0.0983451560030311,0.859347008366777,0.218687278822263
"1312","SOX6","11_16759103","NA",-0.357790452248502,0.488923792970671,1.03231848057105
"1313","SP8","7_20825222","NA",-0.224698910426022,0.493565941652124,1.01868524963999
"1314","SPAG16","2_214147251","NA",-2.03450496480411,0.00643247258411222,7.28041088161084
"1315","SPATA6L","9_4666357","NA",-0.368289160123162,0.253614419002685,1.97929132404604
"1316","SPEM1","17_7321835","NA",-0.374486015918326,0.245543860567622,2.02594734419033
"1317","SPINK2","4_57680635","NA",1.32257028567112,0.313114530352292,1.67523763533832
"1318","SPINT2","19_38754701","NA",-0.536339609208688,0.400445535953426,1.32032205787909
"1319","SPR","2_73114107","UP",-0.864594748966044,0.195438420377625,2.35521398664119
"1320","SPRED3","19_38877104","DOWN",-0.213603417712763,0.594060796414484,0.751317510330422
"1321","SPTAN1","9_131314044","NA",-0.13272140126898,0.501811001539369,0.994783994621936
"1322","SQLE","8_126007452","UP",-0.093398834044212,0.798907618979437,0.323899406935195
"1323","SQLE","8_126007452","UP",-0.093398834044212,0.798907618979437,0.323899406935195
"1324","SRD5A1","5_6630388","NA",-1.09284389483336,0.0117279967784947,6.41389957747705
"1325","SRGAP3","3_9400695","NA",0.164162107167401,0.832278719935785,0.26486134472876
"1326","SRP19","5_112196833","NA",0.162151316941638,0.45848729457874,1.12504633991593
"1327","SSBP3-AS1","1_54702612","NA",-0.467930441715921,0.114828575789181,3.12244638476203
"1328","SSR1","6_7346092","NA",-0.0279277444811576,0.862372666875102,0.213616642665058
"1329","SSTR3","22_37608159","NA",0.0328884652311081,0.959742470324298,0.0592807584589588
"1330","STAMBP","2_74055227","NA",0.0523457064296657,0.60247093421551,0.73103645366865
"1331","STARD4","5_110846748","UP",-0.298735535237793,0.592273905480224,0.755663569895055
"1332","STARD4-AS1","5_110846748","UP",0.511639287303222,0.106637895727977,3.22920787758456
"1333","STRADBP1","7_150208948","UP",0.208992653485319,0.717310916128542,0.479329508833409
"1334","STRADBP1","7_150208948","UP",0.208992653485319,0.717310916128542,0.479329508833409
"1335","STRADBP1","7_150208948","UP",0.208992653485319,0.717310916128542,0.479329508833409
"1336","STX16","20_57223958","NA",0.188947952393333,0.210612653749916,2.24733597783123
"1337","STX16-NPEPL1","20_57223958","NA",-0.152515909213847,0.66669953092789,0.584891382814035
"1338","SUDS3","12_118813520","NA",0.0678823690086761,0.570810110996707,0.808917204790551
"1339","SULF1","8_70377130","UP",-0.183771534374664,0.82581396146585,0.276111285519216
"1340","SUMO2P19","8_103250013","NA",-0.0850299829754091,0.815139286325973,0.2948814950254
"1341","SYCP2L","6_10745075","NA",0.495603653486298,0.679179043939168,0.558136149646966
"1342","SYNGAP1","6_33386616","NA",-0.200500619578108,0.57178127253306,0.806464726520549
"1343","TAF4","20_60638150","NA",-0.0448063676067001,0.71736592480873,0.479218876601972
"1344","TAP1","6_32819180","NA",-0.312150638979435,0.23033407926665,2.11820021284207
"1345","TAPBP","6_33280321","NA",-0.033893230312021,0.799176872090292,0.323413262261842
"1346","TARS2","1_150458035","NA",0.145448947794441,0.349166706259668,1.51801209320525
"1347","TATDN1","8_125548958","NA",0.115303713058919,0.551828965433859,0.857706909325145
"1348","TATDN2","3_10284356","NA",-0.0998696363791689,0.355259434031124,1.49305513366927
"1349","TAX1BP1","7_27772675","NA",0.403241295471655,0.125819250888693,2.99057541721042
"1350","TBC1D12","10_96154623","NA",-2.17745399254416,0.0401458147850926,4.6386065956439
"1351","TBXAS1","7_139472294","NA",0.291158598490238,0.409954934376354,1.28646276936435
"1352","TCEAL1","X_102881328","NA",0.0324266508898008,0.874151408101592,0.194044910357074
"1353","TCEAL3-AS1","X_102881328","NA",0.655439617606211,0.218955088348556,2.19129311757943
"1354","TCEAL5","X_102527669","NA",-0.817183413560766,0.230970499042593,2.11421950126726
"1355","TCEAL7","X_102579296","NA",-0.263738210928403,0.526809733021165,0.92464609467704
"1356","TCEAL8","X_102508185","NA",0.00803736759370377,0.971009372588463,0.0424428736799316
"1357","TCF7L2","10_114706031","UP",-0.693704861485216,0.126408816537876,2.98383100532891
"1358","TCF7L2","10_114706031","UP",-0.693704861485216,0.126408816537876,2.98383100532891
"1359","TCF7L2","10_114706031","UP",-0.693704861485216,0.126408816537876,2.98383100532891
"1360","TDRD15","2_21344865","NA",-0.678028694401096,0.419363049060785,1.25372834667478
"1361","TEPP","16_58008153","NA",0.472039001070565,0.484805265813423,1.04452272585857
"1362","TET3","2_74221435","NA",-0.0845949867482645,0.59639168186397,0.745667959025377
"1363","TEX22","14_105843910","NA",0.604980491907305,0.0644930564090435,3.95471234743235
"1364","TFCP2","12_51541597","NA",-0.0612815481352325,0.580739309939481,0.7840374022704
"1365","TGM3","20_2269439","NA",0.508959675818345,0.554695093120994,0.850233131568174
"1366","THAP6","4_76436564","NA",0.117956537506024,0.530173511631133,0.915463502375558
"1367","THTPA","14_24019414","NA",0.235324369851739,0.221061569679276,2.17747985242023
"1368","THUMPD3","3_9400695","NA",0.135497023009636,0.373908630405449,1.41924232361253
"1369","TIAF1","17_27414284","NA",0.0290161259065238,0.91429464110597,0.129268930958233
"1370","TINF2","14_24702554","NA",-0.0676744020508737,0.571574502750585,0.806986533904537
"1371","TM7SF2","11_64870012","NA",0.0593864906877175,0.811048875063556,0.302139238783659
"1372","TM9SF1","14_24677636","NA",-0.0520592423966972,0.730441085253894,0.453160179750014
"1373","TM9SF1","14_24656814","NA",-0.0520592423966972,0.730441085253894,0.453160179750014
"1374","TMEM132B","12_125669906","NA",-0.278754411257685,0.680519869292452,0.555290809849924
"1375","TMEM132C","12_128750189","NA",-0.67496583732944,0.494599050892675,1.01566862360623
"1376","TMEM132D","12_130384559","DOWN",-0.444652392630946,0.446516476203177,1.16321468393491
"1377","TMEM14B","6_10745075","NA",-0.139215822951052,0.405154270428697,1.3034567478678
"1378","TMEM167A","5_82372432","NA",-0.00991092690092632,0.969470822907577,0.0447306151008978
"1379","TMEM169","2_216940809","UP",-0.147406152577565,0.836328895921923,0.257857684635394
"1380","TMEM176A","7_150494848","NA",-1.57031643573833,0.225055790155308,2.15164541254163
"1381","TMEM176B","7_150494848","NA",-1.51295480838687,0.256229288345956,1.96449270220375
"1382","TMEM230","20_5089241","NA",-0.0101405308805074,0.936596677022468,0.0945001754193694
"1383","TMEM232","5_110072720","NA",0.479101517600445,0.326983607766859,1.61270978205769
"1384","TMEM241","18_21014101","NA",0.280303341995987,0.191741198308019,2.38276774114255
"1385","TMEM253","14_21564364","NA",0.199265929398683,0.63847670345045,0.647294114629951
"1386","TMEM256","17_7307124","DOWN",0.120229326589308,0.615276469755706,0.70069327481044
"1387","TMEM256-PLSCR3","17_7307124","DOWN",0.614504537458602,0.234730904760396,2.090920294742
"1388","TMEM259","19_1017628","NA",0.0841421609184145,0.75567503888102,0.404162125762591
"1389","TMEM31","X_102965236","NA",-0.395186576785574,0.536215205343388,0.899115964782719
"1390","TMEM95","17_7256844","NA",-0.901260610188903,0.0927766055818697,3.43009512651204
"1391","TMPO","12_98907290","NA",-0.149853367016023,0.469891402911569,1.08960072231817
"1392","TMPO-AS1","12_98907290","NA",-0.0253402781978385,0.91954483906673,0.121008169492138
"1393","TMPRSS12","12_51233802","NA",-0.584565994806182,0.333638365688454,1.58364289841308
"1394","TMSB15A","X_101771599","UP",-1.02051919835554,0.114994450411648,3.12036385595062
"1395","TMTC3","12_88527948","NA",0.142576736398631,0.494940035435122,1.01467434913102
"1396","TNFRSF10B","8_22923447","NA",-0.645737020718233,0.0638350614215795,3.96950714752204
"1397","TNFSF12","17_7447343","NA",-0.615297132657129,0.330828797705983,1.59584327241169
"1398","TNFSF12-TNFSF13","17_7447343","NA",-0.329639593974029,0.579181316415127,0.787913031053949
"1399","TNFSF13","17_7457282","NA",0.104713539160068,0.806295632082413,0.310619188219381
"1400","TNKS2","10_93554026","NA",0.0766055730574831,0.635369251370514,0.654332822224494
"1401","TNKS2-AS1","10_93554026","NA",-0.160200461342499,0.745827505759766,0.423086090895322
"1402","TNPO2","19_12813105","NA",0.113950490918517,0.574720726801913,0.799067015237055
"1403","TNRC18","7_5464933","NA",0.226070764231501,0.341769294220997,1.54890530894712
"1404","TNXB","6_32079135","NA",-0.942045706090094,0.144132122346234,2.79453619389873
"1405","TP53","17_7590554","NA",0.114588202838435,0.616494899133958,0.697839137038788
"1406","TP53I13","17_27894880","NA",0.351792288378086,0.214234678909556,2.2227360618521
"1407","TPCN1","12_113653872","NA",0.152486615168958,0.652018998368195,0.617014092927543
"1408","TPPP2","14_21491665","NA",0.451836553799819,0.431872863698484,1.21132142580146
"1409","TPPP2","14_21498182","NA",0.451836553799819,0.431872863698484,1.21132142580146
"1410","TRAF6","11_36528362","NA",-0.306605556038188,0.0749769225996198,3.7374095778241
"1411","TRAPPC2P1","19_57874301","NA",0,1,0
"1412","TRIM25","17_54989922","NA",-0.171332207580809,0.316732729376416,1.65866213983791
"1413","TRIM27","6_28887167","NA",0.192242692607909,0.135135064231002,2.88752602771029
"1414","TRIM31","6_30063630","NA",-0.918538981370581,0.0322816274602196,4.95314287666082
"1415","TRIM31-AS1","6_30063630","NA",-0.0553449110845143,0.870230272924463,0.200530889732286
"1416","TRIM39","6_30293792","NA",0.0817503431197437,0.52318231376283,0.93461432369574
"1417","TRIM40","6_30101982","NA",-0.585078428975469,0.226196234438347,2.14435318236927
"1418","TRIM44","11_35683346","UP",-0.396598656690078,0.0205968023019482,5.60143581650292
"1419","TRIM46","1_155145634","UP",1.15811177557078,0.0139591786558894,6.1626421324632
"1420","TRMT12","8_125462235","NA",0.147257914460003,0.447038103984481,1.16153028789364
"1421","TRMU","22_46726720","NA",0.0563606058910109,0.750426250329035,0.414217799873712
"1422","TRNAI6","6_27593274","NA",0,1,0
"1423","TRPC1","3_142442203","NA",-0.955526776346045,0.274733543639191,1.86389502762065
"1424","TSEN15P3","7_25295286","NA",-0.0212128457243148,0.888450719969094,0.170636338923699
"1425","TSLP","5_110404511","NA",0.489914233787329,0.679342367046984,0.557789264515913
"1426","TSPAN14","10_82213383","NA",-0.0111297145839266,0.971372119743639,0.0419040160662043
"1427","TSSK4","14_24674183","NA",0.126557271474195,0.45330103292562,1.14145864622695
"1428","TST","22_37404989","NA",-0.179875627695056,0.593770510908342,0.752022649967522
"1429","TTC17","11_43380051","NA",0.172919685836238,0.230556261930344,2.11680924486873
"1430","TTC21B","2_166809901","NA",0.169572622165395,0.332626333816575,1.58802570448631
"1431","TTC32","2_20099736","NA",0.0278046817260531,0.890120994260513,0.167926639757488
"1432","TTC37","5_94884302","NA",0.479856305633606,0.0234889992756449,5.41187093963528
"1433","TTLL3","3_9849734","UP",0.281083225441965,0.173114329883764,2.53020294328179
"1434","TUBA4A","2_220133863","NA",-0.145948841842021,0.789105269861909,0.341710320406438
"1435","TUBA4B","2_220133863","NA",0.494262821149098,0.329217327713093,1.60288782368475
"1436","TUBB","6_30687573","NA",-0.135626542251918,0.578901703461955,0.788609693075281
"1437","U2SURP","3_142680020","NA",0.0649856537959952,0.695781540095252,0.52329369182252
"1438","U2SURP","3_142719635","NA",0.0649856537959952,0.695781540095252,0.52329369182252
