"","gene_names","ID","CpG_logFC","Gene_logFC","Gene_P.value","Gene_log2_P.value"
"730","MIR148A","7_25989277","NA",-0.136546137504652,0.521019583517629,0.940590494911817
"731","MIR151B","14_100569793","NA",-0.0452152509896411,0.943602571608336,0.0837487445152235
"732","MIR153","2_220133863","NA",0,1,0
"733","MIR15B","3_160120279","NA",-0.582817153390967,0.0717816610273902,3.80024088227617
"734","MIR16","3_160120279","NA",0,1,0
"735","MIR192","11_64658315","NA",0,1,0
"736","MIR193A","17_29885579","NA",-0.302511515606009,0.272586649641031,1.87521318926782
"737","MIR194","11_64658315","NA",0,1,0
"738","MIR196B","7_27207967","NA",0,1,0
"739","MIR3143","6_27113447","NA",-1.07938177411185,0.0818970975397314,3.61004386659264
"740","MIR342","14_100569793","NA",0.0621201268789924,0.910831318090111,0.134744196829048
"741","MIR3607","5_85915558","NA",0,1,0
"742","MIR3944","10_135181737","UP",0.366934126666934,0.436250082109568,1.19677269202569
"743","MIR4258","1_154937471","NA",-0.404935709367165,0.358223532728624,1.48106797968603
"744","MIR4522","17_25616262","NA",-0.147750466219518,0.654846783695327,0.61077070008476
"745","MIR4727","17_36977837","NA",0.635235844246874,0.237422848225835,2.07446931645359
"746","MIR4733","17_29417757","NA",-0.621066996358995,0.0534766182935126,4.2249479533157
"747","MIR4741","18_20512255","NA",0,1,0
"748","MIR4795","3_87272573","NA",-0.161549124732729,0.394293023345145,1.34265991138662
"749","MIR550A1","7_30315644","NA",0.63119813105288,0.167265074580778,2.57979185685833
"750","MIR5580","14_54414223","UP",-0.11503835129526,0.480738810159093,1.0566748175944
"751","MIR591","7_95847203","NA",0.60255785036598,0.26596608700937,1.91068579360647
"752","MIR635","17_66419009","NA",-0.468166709165878,0.397935327739961,1.32939411117913
"753","MIR877","6_30544627","NA",0.341699644781838,0.445706236362506,1.16583494747434
"754","MIR933","2_176031379","NA",-0.0601057292268758,0.901130024240801,0.150192807057888
"755","MKRN3","15_23810362","NA",0.254886564284922,0.84561468839519,0.241927658220155
"756","MLLT3","9_20620671","NA",-1.62955296562882,0.0357727092996898,4.80499680263511
"757","MLLT4","6_168226138","UP",0,1,0
"758","MLLT4-AS1","6_168226138","UP",0,1,0
"759","MMAB","12_110003429","NA",0.274186951294997,0.200165750242414,2.3207329547921
"760","MMS19","10_99255245","NA",0.12286080625136,0.297644472574624,1.74833799193146
"761","MNX1","7_156797190","NA",-0.00681460731544892,0.993444835811251,0.0094882354256123
"762","MNX1-AS1","7_156797190","NA",-0.239109284374341,0.523432464151867,0.933924689380942
"763","MNX1-AS2","7_156797190","NA",-0.743419336557718,0.0731284500767592,3.77342340467041
"764","MPDU1","17_7477838","NA",-0.042551349113487,0.82957741601379,0.269551475384729
"765","MPG","16_125724","NA",0.204813685837345,0.44539508398105,1.16684246032542
"766","MPST","22_37404989","NA",-0.163636989660882,0.505954317353129,0.982920965112717
"767","MREG","2_216898819","NA",-0.392849580159969,0.557028592305199,0.844176711813585
"768","MRPL19","2_75873721","NA",-0.00091746270463311,0.99629065762473,0.00536139964202066
"769","MRPL37","1_54660143","NA",-0.111832082492653,0.518188903540218,0.948449972806066
"770","MRPL43","10_102745843","NA",-0.00212098123127458,0.990086252043765,0.0143738828511643
"771","MRPL49","11_64886199","NA",-0.190866689384403,0.284228158037791,1.81487860769173
"772","MRPS12","19_39414548","NA",0.00517416188380437,0.984388233163717,0.0227006821723665
"773","MRPS18B","6_30582511","NA",-0.0369997999583704,0.829808148125479,0.269150271369644
"774","MRPS30","5_44807482","NA",0.0582373715342355,0.755915013704415,0.40370405118084
"775","MSH5","6_31720598","NA",0.413551017115153,0.0609902552655732,4.0352774356744
"776","MSH5-SAPCD1","6_31720598","NA",0.47628240757303,0.0367589587926809,4.76576028729114
"777","MSH5-SAPCD1","6_31729710","NA",0.47628240757303,0.0367589587926809,4.76576028729114
"778","MSMO1","4_166247377","NA",-0.131892483837284,0.601573577679368,0.733186892546133
"779","MT2A","16_56641722","NA",-0.145706726202658,0.728025853218516,0.457938411430591
"780","MT4","16_56594686","NA",0.110092188850667,0.51462249593389,0.958413571234039
"781","MTAP","9_21801459","NA",0.308948732531748,0.194213774471618,2.36428256839822
"782","MTDH","8_98655627","NA",0.0639752372794717,0.723584187984718,0.46676721286143
"783","MTMR11","1_149907731","NA",-0.378812070414317,0.719406346261763,0.475121208586172
"784","MTMR14","3_9681151","NA",0.0699105610416497,0.682467258773643,0.551168260192511
"785","MTRR","5_7844806","NA",0.0680375732405976,0.642902707358768,0.637327668735905
"786","MTSS1","8_125730521","NA",-0.492914436289605,0.408366923886194,1.29206207656054
"787","MTURN","7_30173242","NA",-0.324315352591708,0.506163969804081,0.982323278934209
"788","MUC21","6_30950313","NA",0.198520110839321,0.687584093769935,0.540391924278288
"789","MVK","12_110003429","NA",0.0241231902325976,0.923476763444203,0.114852434367867
"790","MYCBP2","13_77889288","NA",0.184913534831697,0.402520805574922,1.31286473942654
"791","MYO18A","17_27414284","NA",0.0434481585395865,0.85998965120581,0.217608795821335
"792","MYO1H","12_109826011","NA",0.321190895410068,0.269395947598143,1.89219994573538
"793","NAF1","4_164085345","NA",0.0393597270191801,0.800266504084362,0.321447569770504
"794","NAGS","17_42071847","UP",-0.308171333475831,0.465265830915804,1.10387285530651
"795","NAIF1","9_130824960","NA",0.00945403974248382,0.955719148517972,0.0653413705818392
"796","NASP","1_46040094","NA",-0.0295014127645361,0.857747672050433,0.221374789611111
"797","NCKAP5","2_134317690","NA",-0.482563837939113,0.566852371961361,0.818955038680738
"798","NCL","2_232322127","NA",0.210048318267596,0.257683617630184,1.95632727486085
"799","NDRG2","14_21491665","NA",-1.21426214426927,0.0403604154093951,4.63091516632178
"800","NDRG2","14_21531966","NA",-1.21426214426927,0.0403604154093951,4.63091516632178
"801","NDUFB8","10_102286634","NA",0.0742909199207116,0.540900467675605,0.886564950006443
"802","NDUFB9","8_125548958","NA",0.0744375921762739,0.765676691425369,0.385192755139423
"803","NDUFS1","2_207023009","NA",-0.0333224358360527,0.826510111208712,0.274895625882251
"804","NDUFS7","19_1378482","NA",0.0081132309871208,0.97151048088187,0.0416985348618839
"805","NEDD1","12_97295313","UP",-0.0967846113813424,0.637935185676104,0.648518241514272
"806","NEDD1","12_97295313","UP",-0.0967846113813424,0.637935185676104,0.648518241514272
"807","NEDD8","14_24699675","NA",0.00443238568273063,0.971090914831434,0.0423217258788756
"808","NEDD8-MDP1","14_24699675","NA",-0.286276443759379,0.546374651645324,0.87203754170204
"809","NEU1","6_31824998","NA",-0.213162745946778,0.27271089810621,1.8745557403268
"810","NF1","17_29701174","NA",0.0477723005123272,0.855123378418403,0.225795505776659
"811","NF1","17_29417757","NA",0.0477723005123272,0.855123378418403,0.225795505776659
"812","NFATC4","14_24829975","NA",-1.35770819634709,0.158099376474398,2.66109641700175
"813","NFE2L2","2_178125221","NA",-0.131056652199483,0.328951352551995,1.60405385020138
"814","NFE2L3","7_26190245","UP",-0.269586166979339,0.487551381915832,1.03637382570939
"815","NFE2L3","7_26190245","UP",-0.269586166979339,0.487551381915832,1.03637382570939
"816","NFE2L3","7_26190245","UP",-0.269586166979339,0.487551381915832,1.03637382570939
"817","NFKBIB","19_39386897","NA",-0.156950919820585,0.443550718567289,1.17282901349091
"818","NGFRAP1","X_102628610","NA",0,1,0
"819","NIPA1","15_23082956","UP",-0.0962227381156096,0.85248170273497,0.230259225743877
"820","NIPA2","15_23032134","NA",-0.0546059281375353,0.705014653825362,0.504274850451861
"821","NKX2","8_23558330","NA",0,1,0
"822","NKX3","8_23537623","UP",0,1,0
"823","NKX6","4_85415545","NA",0,1,0
"824","NKX6","10_134593579","UP",0,1,0
"825","NLE1","17_33467178","NA",0.405779496912773,0.0570838732157819,4.13077296288634
"826","NLGN2","17_7307124","DOWN",-0.0179648734847255,0.976590139472302,0.034174883578204
"827","NLRC5","16_57017872","UP",-0.269151902725753,0.377276513764109,1.40630580266588
"828","NLRP13","19_56443577","NA",0.28782533941639,0.455917499133248,1.1331553107598
"829","NOA1","4_57844956","NA",0.0838495510954118,0.560660560331421,0.834800507900188
"830","NOC3L","10_96121602","NA",0.215902957004235,0.338192868912277,1.56408185528541
"831","NOD1","7_30511777","NA",0.224866782871472,0.230725988659507,2.1157475785193
"832","NOL12","22_38070921","NA",0.143135107568617,0.428597600650199,1.22230432126056
"833","NOP58","2_203131695","NA",0.172662173082577,0.37956439023218,1.39758344616706
"834","NOP9","14_24765344","NA",0.278981659752737,0.0695118266279277,3.84659773329238
"835","NOS2","17_26125487","NA",-0.29388193771912,0.72344594159935,0.467042877301472
"836","NOTO","2_73427115","NA",0.363961127529317,0.484312239521943,1.0459906317486
"837","NPC1","18_21164335","NA",-0.0960220380032109,0.591114012886666,0.758491673516159
"838","NPM1P52","8_104022187","NA",0.296738546672146,0.593314244188171,0.753131675694795
"839","NQO2","6_2987622","NA",-0.0520508367710999,0.816820426227628,0.29190915074702
"840","NR3C2","4_149364533","NA",0.144252095023824,0.759997957316851,0.395932553926942
"841","NRL","14_24583394","NA",-0.0881815001089916,0.647048706261646,0.628053780447994
"842","NRM","6_30653644","NA",-0.297804827247098,0.215149682572779,2.21658738312085
"843","NRXN2","11_64402706","NA",-0.101512780249077,0.887915346220948,0.171505958186934
"844","NRXN2","11_64415879","NA",-0.101512780249077,0.887915346220948,0.171505958186934
"845","NRXN2","11_64489785","NA",-0.101512780249077,0.887915346220948,0.171505958186934
"846","NSFL1C","20_1446765","NA",-0.248099328032414,0.091167707250073,3.45533329565154
"847","NSUN2","5_6630388","NA",-0.108845220528845,0.463589622298847,1.10907982368009
"848","NUDT14","14_105630619","NA",-1.07434903061041,0.0959475359490928,3.38161043306403
"849","OAS1","12_113335911","NA",-0.613343137022341,0.241916221329836,2.04742058457124
"850","OAS3","12_113367076","NA",-1.07413252344047,0.0411677302961162,4.60234227914814
"851","OGG1","3_9791205","NA",-0.0451898767714987,0.909383725369812,0.137038909518743
"852","OR10AB1P","11_7749253","NA",0.164064772916819,0.691271250078564,0.532676169577275
"853","ORAI1","12_122056762","NA",0.122059223041921,0.733809071863305,0.446523354580956
"854","OSBPL2","20_60799030","NA",-0.0253653546460244,0.829520161068793,0.269651049305379
"855","OSR1","2_19551658","NA",0.150982524881332,0.764541739018328,0.387332829362756
"856","OTUD4","4_146099479","NA",0.102126262919985,0.510845249222791,0.969041774353297
"857","OTUD7B","1_149981982","NA",-0.53223896446739,0.281109375094318,1.83079652599109
"858","PABPC1","8_101730634","NA",0.0432576015218729,0.793479299766741,0.333735508264726
"859","PACS2","14_105843910","NA",-0.132186884184605,0.593518464160094,0.752635182563826
"860","PACS2","14_105778656","NA",-0.132186884184605,0.593518464160094,0.752635182563826
"861","PAICS","4_57301054","NA",0.152160544756774,0.54862163699921,0.866116573364864
"862","PAOX","10_135181737","UP",-0.738336081642012,0.133513825045129,2.90493895753359
"863","PAQR9","3_142680020","NA",-1.82070646420376,0.125435038687441,2.99498769188551
"864","PARP12","7_139760725","NA",-0.268181068456377,0.448289944657206,1.15749595542711
"865","PAX3","2_223155748","NA",-0.663325001506431,0.0749191920863978,3.73852084784502
"866","PCOLCE2","3_142605048","NA",-0.294263915660647,0.824832378806461,0.277827128055924
"867","PDE6C","10_95371803","NA",0.0544089255696631,0.840438673174533,0.250785545068919
"868","PDXP","22_38054381","NA",-0.107491880622619,0.763276386343619,0.389722535854473
"869","PECR","2_216940809","UP",-0.799812215007178,0.266682267381407,1.90680619655057
"870","PGRMC2","4_129207424","NA",-0.0710490930667707,0.705350826365149,0.503587093310851
"871","PIKFYVE","2_209129299","NA",0.28191321524991,0.125531190285037,2.99388222490391
"872","PIP5K1A","1_151155053","UP",-0.0291351845399301,0.814581980747738,0.295868193845086
"873","PJA2","5_108743128","NA",0.220618341300232,0.348315959481302,1.52153151763589
"874","PLAC9","10_81890431","NA",0.0453722162672523,0.885079270948273,0.176121420841573
"875","PLBD2","12_113794929","NA",0.094254934640567,0.754421690193351,0.406556939706087
"876","PLCXD2","3_111393034","NA",0.00616827005646359,0.987675000536172,0.0178917011028777
"877","PLD4","14_105385031","NA",0.119366344389957,0.874068009123639,0.194182558172691
"878","PLEKHM3","2_208887211","NA",0.154291865330443,0.462518439696702,1.11241721070992
"879","PLEKHM3","2_208842013","NA",0.154291865330443,0.462518439696702,1.11241721070992
"880","PLEKHO1","1_150113719","NA",-0.182353223419057,0.578903762770645,0.788604561031044
"881","PLRG1","4_155470188","NA",-0.0202558046214332,0.904299757415135,0.145127018206352
"882","PLS1","3_142373119","NA",-0.746541007952231,0.415168468224732,1.26823121878131
"883","PLS1","3_142306029","UP",-0.746541007952231,0.415168468224732,1.26823121878131
"884","PLS1-AS1","3_142373119","NA",0.242844777740506,0.702472041430734,0.509487288047614
"885","PLXNC1","12_94539470","NA",0.130906818871501,0.822358250236072,0.282161071729958
"886","POLR2A","17_7381160","NA",0.157045962957362,0.400502012569921,1.32011860252217
"887","POLR2B","4_57844956","NA",0.0843399610972497,0.553400736453077,0.853603531032564
"888","POLR3G","5_89758361","NA",0.549544172808183,0.0947888944249039,3.39913814854841
"889","POLR3G","5_89769063","NA",0.549544172808183,0.0947888944249039,3.39913814854841
"890","POU5F1","6_31147993","NA",-0.21066938397536,0.425652460076516,1.23225212631291
"891","PPAT","4_57301054","NA",0.16663502814274,0.533471096864334,0.906517986049598
"892","PPID","4_159642400","NA",-0.125405081192674,0.480406043582854,1.05767379440133
"893","PPIF","10_81106850","NA",0.102135601054772,0.73657010513814,0.441105250519892
"894","PPIP5K2","5_102455800","NA",0.307836154652724,0.159166976461451,2.65138705446664
"895","PPP1R10","6_30582511","NA",-0.0290741832539227,0.884068271160422,0.177770310495296
"896","PPP1R11","6_30034025","NA",-0.316228004148329,0.0103953576136329,6.58791680016522
"897","PPP1R18","6_30653644","NA",-0.440809815359852,0.109086100926735,3.19646080075542
"898","PPP1R18","6_30653644","NA",-0.440809815359852,0.109086100926735,3.19646080075542
"899","PPP4R1L","20_56878596","NA",-0.572335230809561,0.157402584408316,2.66746886609754
"900","PPT2","6_32097279","UP",-0.0286658413255108,0.922319688649394,0.116661199668261
"901","PPT2","6_32097279","UP",-0.0286658413255108,0.922319688649394,0.116661199668261
"902","PPT2","6_32097279","UP",-0.0286658413255108,0.922319688649394,0.116661199668261
"903","PPT2-EGFL8","6_32097279","UP",-0.0802039597005968,0.743051119726986,0.428466627542523
"904","PPT2-EGFL8","6_32097279","UP",-0.0802039597005968,0.743051119726986,0.428466627542523
"905","PPT2-EGFL8","6_32097279","UP",-0.0802039597005968,0.743051119726986,0.428466627542523
"906","PPY","17_42018216","NA",-0.236854930686976,0.386622237326889,1.3710034755519
"907","PRADC1","2_73458148","NA",-0.0246351834058407,0.922291768837808,0.116704872576783
"908","PRDM10","11_129862357","NA",0.142274358893903,0.253960056586619,1.97732649039366
"909","PRDX2","19_12909375","UP",-1.06401556583585,0.0988491228526176,3.33862802565932
"910","PRDX2","19_12909375","UP",-1.06401556583585,0.0988491228526176,3.33862802565932
"911","PRKRA","2_179314763","NA",0.0883654413206143,0.558298886458712,0.84089041625812
"912","PRMT5-AS1","14_23381673","NA",0.188352223066415,0.35745750108337,1.48415636801994
"913","PRR3","6_30517120","NA",-0.0702947518092651,0.678548036479354,0.559477142857914
"914","PRR5L","11_36317214","NA",0.051776234996896,0.930933083063308,0.103250626568797
"915","PRRT1","6_32097279","UP",0.101055702649639,0.786116563458488,0.347184847218614
"916","PRRT1","6_32097279","UP",0.101055702649639,0.786116563458488,0.347184847218614
"917","PRRT1","6_32097279","UP",0.101055702649639,0.786116563458488,0.347184847218614
"918","PRRT3","3_9993578","NA",-0.269956702514844,0.514602330495868,0.958470104222143
"919","PRRT3-AS1","3_9973721","NA",-0.483233964743466,0.198143485954396,2.33538255597292
"920","PRSS16","6_27213974","NA",-0.471761274541764,0.509900821219733,0.971711433389448
"921","PSMB9","6_32819180","NA",-0.295899410829351,0.312947341499335,1.67600817430781
"922","PSMD11","17_30768947","NA",-0.0411788078746431,0.739736945314466,0.434915763550987
"923","PSME1","14_24605003","NA",0.0762914255941753,0.650685597098591,0.619967474803485
"924","PSME2","14_24605003","NA",-0.0679848816809088,0.713245397555126,0.487529562503178
"925","PSME2","14_24615500","NA",-0.0679848816809088,0.713245397555126,0.487529562503178
"926","PSORS1C1","6_31082600","NA",-0.0847906756583297,0.876497183781203,0.190178639329154
"927","PSORS1C1","6_31081808","NA",-0.0847906756583297,0.876497183781203,0.190178639329154
"928","PTGER3","1_71509061","NA",-0.811820322086532,0.507281474958766,0.979141618181581
"929","PTMAP1","6_30582511","NA",0.357724909012955,0.210220137963832,2.25002721650567
"930","PTPLA","10_17645514","NA",0,1,0
"931","PTPRE","10_129704242","NA",-0.118961293379714,0.708722148574362,0.496707958875756
"932","PTPRN","2_220133863","NA",-0.654370313488476,0.232044984047106,2.10752358276421
"933","PTPRN","2_220160298","NA",-0.654370313488476,0.232044984047106,2.10752358276421
"934","PUM2","2_20549888","NA",0.103750639282718,0.450774366904698,1.14952261529316
"935","PWP1","12_108079232","NA",0.215632451608204,0.178430085189981,2.48656920555392
"936","PYROXD2","10_100172745","NA",0.136474127605053,0.594367517806252,0.750572820162126
"937","PYY","17_42071847","UP",-0.0855104476852917,0.870798079773438,0.199589868693802
"938","RAB11FIP5","2_73372284","NA",-0.967360666307011,0.25041271981715,1.99762024846728
"939","RAB1A","2_65356232","NA",0.0291408044718446,0.831869525153693,0.265570828750416
"940","RAB22A","20_56878596","NA",-0.0503359851645717,0.738312536635096,0.437696439027962
"941","RAB9B","X_103086560","NA",0.00827258497065841,0.989969747484043,0.0145436563836154
"942","RABGGTA","14_24738538","NA",0.07676389720862,0.71755361570858,0.478841460692114
"943","RAG1","11_36528362","NA",-0.54375279520221,0.423994693921016,1.23788188458412
"944","RAN","12_131355544","NA",0.212161293420174,0.237343730436442,2.07495015418982
"945","RAPGEF2","4_160021754","UP",-0.336566065414787,0.351842018691176,1.50700030810517
"946","RASA1","5_86559609","NA",0.203724383574743,0.358897202912769,1.47835741542131
"947","RASAL1","12_113570815","UP",-0.744967016678109,0.525180162714648,0.929115671599634
"948","RBBP8","18_20512255","NA",0.128138179940433,0.654051731241321,0.612523346849378
"949","RBM19","12_114399493","NA",0.148425166883869,0.258760561289862,1.95031034760076
"950","RBM23","14_23381673","NA",0.0146657152756209,0.910789424496079,0.134810554967109
"951","RBM38","20_55957140","NA",-0.541850256414681,0.225788759954055,2.14695442614652
"952","RCL1","9_4790267","NA",-0.143210432413448,0.546959592049771,0.870493840485154
"953","RDH14","2_18737770","NA",-0.0451029564200693,0.813023818753259,0.298630476050968
"954","REC8","14_24636970","UP",-0.656487034533089,0.0741576158588297,3.75326132720197
"955","REC8","14_24636970","UP",-0.656487034533089,0.0741576158588297,3.75326132720197
"956","REST","4_57773611","NA",0.034863742386233,0.875052094833263,0.192559186833385
"957","RHBDF1","16_125724","NA",0.554443077642427,0.499799758764635,1.00057788979958
"958","RHOB","2_20646104","NA",-0.116113940578609,0.825080191833519,0.277393749179668
"959","RHOT1","17_30466905","NA",0.062167103204767,0.726862309271447,0.460245996966655
"960","RIOK1","6_7389406","NA",0.179726417795707,0.235740460944083,2.08472870034795
"961","RIOK3","18_21027989","NA",-0.0654697562302786,0.711970670386191,0.490110284257398
"962","RIPK3","14_24807044","NA",-0.0427523718145437,0.892971040107076,0.163314706742865
"963","RIPK3","14_24805899","NA",-0.0427523718145437,0.892971040107076,0.163314706742865
"964","RITA1","12_113608378","NA",-0.179677491305105,0.454361346658863,1.13808798749969
"965","RMND1","6_151766799","NA",-0.0486845202467947,0.789820485141574,0.340403308212301
"966","RN7SL175P","6_30864617","UP",0,1,0
"967","RN7SL519P","12_51233802","NA",-0.119452049500824,0.788931694411629,0.342027697563017
"968","RN7SL53P","19_44594366","NA",0,1,0
"969","RNA5SP143","3_142306029","UP",-0.0634745329417941,0.625289001661985,0.677404953277621
"970","RNA5SP203","6_10745075","NA",-0.0691942497018949,0.851307032594584,0.232248546390962
"971","RNA5SP473","19_58871700","NA",-0.546161269975873,0.248149160712349,2.01072051971306
"972","RNASE1","14_21268142","NA",0.48234562127773,0.519650836309393,0.9443855214843
"973","RNASE13","14_21498182","NA",0.383718687074105,0.576480855913698,0.794655396007645
"974","RNASE4","14_21148274","NA",-0.517714232364086,0.49956321346891,1.00126085032732
"975","RNASE6","14_21249124","NA",-0.0357588793292507,0.967131570057,0.0482159253953957
"976","RNASE7","14_21510330","NA",0.769097839571338,0.26888387891385,1.89494483468679
"977","RNASE8","14_21523900","NA",0.883732068534399,0.211937050512726,2.23829227537714
"978","RNASEH2A","19_12914752","NA",-0.197928463095884,0.423922274806382,1.23812832073684
"979","RNF139","8_125483356","NA",-0.0157689905193026,0.931472489642469,0.102414934032281
"980","RNF139-AS1","8_125483356","NA",0.156889881376978,0.472322485861674,1.08215587536559
"981","RNF31","14_24629125","NA",-0.0185164618580833,0.920180086882792,0.120011858687774
"982","RNF31","14_24615500","NA",-0.0185164618580833,0.920180086882792,0.120011858687774
"983","RNF5","6_32144835","NA",-0.117660664250331,0.556344509935882,0.845949562916202
"984","RNU1-58P","7_139940523","NA",-0.57236648618499,0.0465713887571708,4.42441228585977
"985","RNU4-32P","12_110003429","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"986","RNU4ATAC12P","12_133570695","NA",0.3387939398693,0.249038981839705,2.00555651120812
"987","RNU6","19_1017628","NA",0,1,0
"988","RNU6-1092P","8_101692021","NA",-0.49977352690335,0.435278873658623,1.19998809453544
"989","RNU6-1133P","6_31047751","NA",-0.0737154655200483,0.631973088192075,0.662064970596522
"990","RNU6-1187P","4_78065204","NA",-0.170195117121964,0.453619638426777,1.14044499506661
"991","RNU6-128P","4_159714946","NA",-0.413638339405618,0.45596408980537,1.13300788782135
"992","RNU6-199P","12_51541597","NA",0.0863451668802181,0.766801753521931,0.383074458723106
"993","RNU6-252P","14_21578285","NA",-0.114892363564905,0.547282936294257,0.869641219353159
"994","RNU6-283P","6_31318713","NA",0.288157710161654,0.128502100195183,2.96013615635213
"995","RNU6-360P","2_208882126","NA",-0.404675425652841,0.374649677755478,1.41638588430901
"996","RNU6-364P","7_95969592","NA",0.152353876068143,0.182311532795175,2.4555222675743
"997","RNU6-418P","1_205561889","NA",-0.124346808664687,0.684723467793926,0.546406635561278
"998","RNU6-471P","6_27551580","NA",-0.0212128457243139,0.853961927029373,0.227756344608743
"999","RNU6-592P","11_122440661","NA",-0.0737154655200456,0.625152982514168,0.677718816940675
"1000","RNU6-5P","2_175421322","NA",0.235459481766454,0.437101889492701,1.19395848030563
"1001","RNU6-615P","4_83924166","NA",-0.228144541051333,0.661541240824218,0.596096997222447
"1002","RNU6-703P","8_99058283","NA",0.0588402123833713,0.914264312840156,0.129316787702035
"1003","RNU6-809P","1_64484521","NA",-0.160333061869283,0.436011163000772,1.19756302272991
"1004","RNU6-814P","3_10253883","NA",0,1,0
"1005","RNU6-850P","6_31720598","NA",0.522615081715255,0.0433519186735597,4.52776034397296
"1006","RNU6ATAC7P","17_29889990","NA",-0.668770642792204,0.0736818865608095,3.76254618891714
"1007","RNU6ATAC8P","8_103432232","NA",0.0974300667604302,0.859094583131679,0.219111119398855
"1008","RNU7-113P","2_20444494","NA",-0.0968791460362266,0.841925028516728,0.248236324544295
"1009","RNU7-114P","12_114039784","NA",0,1,0
"1010","RNU7-150P","1_155110904","NA",0,1,0
"1011","RNU7-171P","9_131304549","NA",-0.329659378125128,0.520922029607104,0.940860645449184
"1012","RNU7-188P","7_96004527","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1013","RNU7-26P","6_27864924","NA",-0.524616088202513,0.482468009783323,1.05149480775429
"1014","RNU7-47P","3_142519386","NA",-0.818842537742248,0.024712813262575,5.33859693592954
"1015","RNU7-67P","8_102319213","NA",-0.0212128457243139,0.838999661321521,0.25325786659397
"1016","RNY4P17","4_169925905","NA",0.105561671201523,0.824745180426276,0.277979652767575
"1017","RP1-151B14.9","22_37608159","NA",0,1,0
"1018","RP1-170O19.14","7_27230274","NA",0,1,0
"1019","RP1-170O19.17","7_27279923","NA",0,1,0
"1020","RP1-170O19.20","7_27216169","NA",0,1,0
"1021","RP1-170O19.21","7_27196593","UP",0,1,0
"1022","RP1-170O19.21","7_27196593","UP",0,1,0
"1023","RP1-170O19.21","7_27196593","UP",0,1,0
"1024","RP1-170O19.21","7_27196593","UP",0,1,0
"1025","RP1-170O19.21","7_27196593","UP",0,1,0
"1026","RP1-170O19.21","7_27196593","UP",0,1,0
"1027","RP1-170O19.21","7_27196593","UP",0,1,0
"1028","RP1-170O19.22","7_27181769","NA",0,1,0
"1029","RP1-170O19.23","7_27181769","NA",0,1,0
"1030","RP1-283E3.4","1_1648711","NA",0,1,0
"1031","RP1-283E3.8","1_1648711","NA",0,1,0
"1032","RP1-309F20.3","20_57456486","NA",0,1,0
"1033","RP1-313I6.12","6_28044101","NA",0,1,0
"1034","RP1-66C13.4","17_26219311","NA",0,1,0
"1035","RP11-1007G5.2","11_128395636","NA",0,1,0
"1036","RP11-1020A11.1","3_9973721","NA",0,1,0
"1037","RP11-1020A11.2","3_9993578","NA",0,1,0
"1038","RP11-104H15.7","17_7321835","NA",0,1,0
"1039","RP11-105N14.1","2_214011340","NA",0,1,0
"1040","RP11-1060G2.1","12_94336244","NA",0,1,0
"1041","RP11-109I13.2","10_18548401","DOWN",0,1,0
"1042","RP11-1149O23.2","8_23041358","NA",0,1,0
"1043","RP11-116N8.4","14_36533617","NA",0,1,0
"1044","RP11-1275H24.1","7_5464933","NA",0,1,0
"1045","RP11-1275H24.2","7_5464933","NA",0,1,0
"1046","RP11-1275H24.3","7_5464933","NA",0,1,0
"1047","RP11-131L12.2","12_118813520","NA",0,1,0
"1048","RP11-137H2.4","10_82283662","NA",0,1,0
"1049","RP11-144G16.1","10_64883281","NA",0,1,0
"1050","RP11-145E5.5","9_21801459","NA",0,1,0
"1051","RP11-149I2.4","9_21991197","UP",0,1,0
"1052","RP11-157P1.4","20_60871672","DOWN",0,1,0
"1053","RP11-158K1.3","8_125499257","NA",0,1,0
"1054","RP11-159G9.5","3_88107822","NA",0,1,0
"1055","RP11-15A1.7","19_44501204","NA",0,1,0
"1056","RP11-175E9.1","8_23558330","NA",0,1,0
"1057","RP11-179B2.2","10_102671611","NA",0,1,0
"1058","RP11-181C3.1","12_98886652","NA",0,1,0
"1059","RP11-199F11.2","17_7587496","NA",0,1,0
"1060","RP11-216B9.6","9_131314044","NA",0,1,0
"1061","RP11-216B9.6","9_131304549","NA",0,1,0
"1062","RP11-219E7.1","14_21250574","NA",0,1,0
"1063","RP11-255H23.2","19_23929223","UP",0,1,0
"1064","RP11-256L11.3","12_109883625","NA",0,1,0
"1065","RP11-25C19.3","10_114433681","NA",0,1,0
"1066","RP11-284M14.1","4_144103156","NA",0,1,0
"1067","RP11-288G11.3","10_134593579","UP",0,1,0
"1068","RP11-302M6.4","1_90096958","NA",0,1,0
"1069","RP11-324O2.3","10_114166350","NA",0,1,0
"1070","RP11-326C3.10","11_312307","UP",0,1,0
"1071","RP11-326C3.10","11_312307","UP",0,1,0
"1072","RP11-326C3.11","11_312307","UP",0,1,0
"1073","RP11-326C3.11","11_312307","UP",0,1,0
"1074","RP11-326C3.13","11_312307","UP",0,1,0
"1075","RP11-326C3.13","11_312307","UP",0,1,0
"1076","RP11-326C3.14","11_312307","UP",0,1,0
"1077","RP11-326C3.14","11_312307","UP",0,1,0
"1078","RP11-326C3.4","11_295655","NA",0,1,0
"1079","RP11-32K4.1","8_65279305","UP",0,1,0
"1080","RP11-337A23.3","9_26955931","NA",0,1,0
"1081","RP11-338I21.1","10_85897642","NA",0,1,0
